"chr","QTL","pos_lo","pos_hi","TRAIT","locusName","start","end","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG475560",65001826,65003709,"AT2G02040","ATPTR2,ATPTR2-B,NTR1,PTR2,PTR2-B","peptide transporter 2","LOC_Os07g41250","peptide transporter PTR2, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG508800",60307474,60310190,"","","","LOC_Os07g45010","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG508803",60317793,60320208,"AT3G42170","","BED zinc finger ;hAT family dimerisation domain","LOC_Os11g36790","OsFBO6 - F-box and other domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG508806",60321753,60322652,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG508900",60291618,60293613,"AT5G36110","CYP716A1","cytochrome P450, family 716, subfamily A, polypeptide 1","LOC_Os07g33440","cytochrome P450, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG512233",67637021,67637635,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG512500",60123506,60126634,"AT5G57700","","BNR/Asp-box repeat family protein","LOC_Os07g33220","BNR/Asp-box repeat family protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG512503",60129071,60129889,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG512900",60137865,60138829,"AT1G11700","","Protein of unknown function, DUF584","LOC_Os07g33270","DUF584 domain containing protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG513100",60151770,60152703,"AT4G21920","","","LOC_Os07g33280","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG513103",60155928,60156855,"AT1G61890","","MATE efflux family protein","LOC_Os07g33310","MATE efflux family protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG513500",60169628,60175288,"AT3G21690","","MATE efflux family protein","LOC_Os07g33310","MATE efflux family protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG513600",60178488,60179155,"AT4G04745","","","LOC_Os07g33320","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG513700",60282711,60284574,"AT3G50930","BCS1","cytochrome BC1 synthesis","LOC_Os03g38800","AAA family ATPase, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG513703",60285201,60286073,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG513800",60281607,60282198,"AT3G50940","","P-loop containing nucleoside triphosphate hydrolases superfamily protein","LOC_Os03g38800","AAA family ATPase, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG513900",60209831,60220901,"AT4G21820","","binding;calmodulin binding","LOC_Os07g33370","IQ calmodulin-binding motif family protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG513903",60223478,60225660,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG513906",60259872,60262486,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG514000",60208484,60209637,"AT3G16730","","","LOC_Os07g33360","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG514100",60188171,60191904,"AT5G54910","","DEA(D/H)-box RNA helicase family protein","LOC_Os07g33340","DEAD-box ATP-dependent RNA helicase, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG514200",60183447,60187989,"AT1G11650","ATRBP45B,RBP45B","RNA-binding (RRM/RBD/RNP motifs) family protein","LOC_Os07g33330","RNA recognition motif containing protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG514400",60329367,60331258,"AT5G36110","CYP716A1","cytochrome P450, family 716, subfamily A, polypeptide 1","LOC_Os07g33440","cytochrome P450, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG514500",60332904,60334737,"AT5G36110","CYP716A1","cytochrome P450, family 716, subfamily A, polypeptide 1","LOC_Os07g33620","cytochrome P450 domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG514600",60335384,60341956,"AT4G27060","CN,SPR2,TOR1","ARM repeat superfamily protein","LOC_Os07g33630","HEAT repeat family protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG514700",60351254,60351733,"AT5G54850","","","LOC_Os07g33650","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG514800",60352471,60353528,"AT1G50900","","Ankyrin repeat family protein","LOC_Os07g33660","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG514900",60353650,60362373,"AT1G61850","","phospholipases;galactolipases","LOC_Os07g33670","patatin-like phospholipase family protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG515000",60370610,60375194,"AT3G14460","","LRR and NB-ARC domains-containing disease resistance protein","LOC_Os07g33730","NB-ARC domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG515100",60376441,60380335,"AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os07g33740","vrga1, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG515103",60384524,60385606,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG515300",60389281,60400891,"AT2G36380","ATPDR6,PDR6","pleiotropic drug resistance 6","LOC_Os11g37700","pleiotropic drug resistance protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG515400",60401114,60406825,"AT1G05200","ATGLR3.4,GLR3.4,GLUR3","glutamate receptor 3.4","LOC_Os07g01310","glutamate receptor, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG515403",60414492,60418730,"AT5G54840","ATSGP1,SGP1","Ras-related small GTP-binding family protein","LOC_Os07g33850","ras-related protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG515700",60428358,60430796,"AT1G61800","ATGPT2,GPT2","glucose-6-phosphate/phosphate translocator 2","LOC_Os07g34006","transporter family protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG515900",60454993,60456115,"AT3G21710","","","LOC_Os07g34020","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG516000",60461832,60464699,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG516100",60467338,60474106,"AT3G20560","ATPDI12,ATPDIL5-3,PDI12,PDIL5-3","PDI-like 5-3","LOC_Os07g34030","OsPDIL5-4 protein disulfide isomerase PDIL5-4, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG516200",60475039,60475608,"AT4G23930","","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family","LOC_Os07g34050","harpin-induced protein 1 domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG516300",60478193,60478864,"AT3G54200","","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family","LOC_Os07g34040","harpin-induced protein 1 domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG516400",60484020,60486411,"AT5G64700","","nodulin MtN21 /EamA-like transporter family protein","LOC_Os07g34070","auxin-induced protein 5NG4, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG516700",60510609,60513058,"AT5G64700","","nodulin MtN21 /EamA-like transporter family protein","LOC_Os07g34110","integral membrane protein DUF6 containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG516800",60532111,60532497,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG516900",60532016,60537457,"AT4G27100","","Ypt/Rab-GAP domain of gyp1p superfamily protein","LOC_Os07g34130","TBC domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG517100",60540268,60542771,"AT3G20580","COBL10","COBRA-like protein 10 precursor","LOC_Os06g47110","COBRA-like protein precursor, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG517200",60547973,60551864,"AT1G03670","","ankyrin repeat family protein","LOC_Os07g34390","ankyrin repeat family protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG517300",60555199,60563230,"AT2G05260","","alpha/beta-Hydrolases superfamily protein","LOC_Os07g34440","lipase class 3 family protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG517400",60565944,60566649,"AT3G06130","","Heavy metal transport/detoxification superfamily protein ","LOC_Os07g47480","heavy metal-associated domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG517600",60572314,60572778,"","","","LOC_Os01g37710","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG517603",60572785,60577481,"","","","LOC_Os08g29030","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG517700",60597287,60598522,"AT2G05260","","alpha/beta-Hydrolases superfamily protein","LOC_Os07g34440","lipase class 3 family protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG517800",60612804,60615998,"AT3G03800","ATSYP131,SYP131","syntaxin of plants 131","LOC_Os07g07000","syntaxin, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG518100",60626930,60628693,"","","","LOC_Os08g38650","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG518200",60640198,60641780,"","","","LOC_Os08g38620","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG518300",60644174,60646520,"AT3G21720","ICL","isocitrate lyase","LOC_Os07g34520","isocitrate lyase, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG519300",60665367,60667397,"AT1G11545","XTH8","xyloglucan endotransglucosylase/hydrolase 8","LOC_Os07g34580","glycosyl hydrolases family 16, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG519303",60666994,60668173,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG519400",60670262,60670908,"AT4G27130","","Translation initiation factor SUI1 family protein","LOC_Os07g34589","translation initiation factor SUI1, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG519500",60675168,60683194,"AT5G15170","TDP1","tyrosyl-DNA phosphodiesterase-related","LOC_Os07g34598","tyrosyl-DNA phosphodiesterase 1, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG519503",60683277,60683684,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG519600",60685727,60686161,"AT2G20830","","transferases;folic acid binding","LOC_Os07g34610","oral cancer overexpressed protein 1, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG519603",60686624,60687770,"","","","LOC_Os10g39730","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG519800",60691633,60692163,"","","","LOC_Os09g12060","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG519803",60694217,60694867,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG519900",60696061,60699148,"AT5G45540","","Protein of unknown function (DUF594)","LOC_Os12g21940","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG519903",60716509,60716901,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG520000",60718787,60724543,"AT4G21210","ATRP1,RP1","PPDK regulatory protein","LOC_Os07g34640","pyruvate Pi dikinase regulatory protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG520100",60725542,60727553,"","","","LOC_Os06g04330","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG520200",60727406,60729935,"AT4G21215","","","LOC_Os07g34650","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG520300",60757291,60757614,"","","","LOC_Os07g34690","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG520400",60778037,60779913,"AT4G05220","","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family","LOC_Os07g34720","harpin-induced protein 1 domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG520500",60780207,60785773,"AT5G60620","GPAT9","glycerol-3-phosphate acyltransferase 9","LOC_Os07g34730","acyltransferase, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG520600",60785987,60790561,"AT3G01160","","","LOC_Os07g34740","NUC153 domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG520700",60790966,60793052,"AT3G01160","","","LOC_Os07g34740","NUC153 domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG520900",60803958,60807242,"AT4G03500","","Ankyrin repeat family protein","LOC_Os07g34830","ankyrin repeat family protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521000",60807826,60809444,"AT2G03200","","Eukaryotic aspartyl protease family protein","LOC_Os07g34870","aspartic proteinase nepenthesin precursor, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521100",60810121,60811482,"AT2G03200","","Eukaryotic aspartyl protease family protein","LOC_Os07g34920","aspartic proteinase nepenthesin precursor, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521200",60813886,60815659,"AT2G03200","","Eukaryotic aspartyl protease family protein","LOC_Os07g34940","aspartic proteinase nepenthesin-1 precursor, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521203",60820566,60821597,"AT3G45860","CRK4","cysteine-rich RLK (RECEPTOR-like protein kinase) 4","LOC_Os07g47230","TKL_IRAK_DUF26-lh.10 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521206",60821690,60823631,"AT1G11340","","S-locus lectin protein kinase family protein","LOC_Os07g35004","TKL_IRAK_DUF26-la.4 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521400",60824092,60826389,"AT4G23180","CRK10,RLK4","cysteine-rich RLK (RECEPTOR-like protein kinase) 10","LOC_Os07g34980","TKL_IRAK_DUF26-lh.9 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521500",60848920,60849768,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521503",60851439,60856337,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521700",60851970,60855685,"AT4G23310","CRK23","cysteine-rich RLK (RECEPTOR-like protein kinase) 23","LOC_Os07g34980","TKL_IRAK_DUF26-lh.9 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521800",60861257,60868062,"AT4G23310","CRK23","cysteine-rich RLK (RECEPTOR-like protein kinase) 23","LOC_Os07g35004","TKL_IRAK_DUF26-la.4 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521900",60872354,60873145,"AT3G22060","","Receptor-like protein kinase-related family protein","LOC_Os07g35140","receptor-like serine-threonine protein kinase, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521903",60886632,60895010,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521906",60920999,60922038,"AT4G23160","CRK8","cysteine-rich RLK (RECEPTOR-like protein kinase) 8","LOC_Os07g35290","TKL_IRAK_DUF26-lc.10 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521909",60922731,60926736,"AT3G23150","ETR2","Signal transduction histidine kinase, hybrid-type, ethylene sensor","LOC_Os07g15540","ethylene receptor, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521912",60932144,60936150,"AT4G23160","CRK8","cysteine-rich RLK (RECEPTOR-like protein kinase) 8","LOC_Os07g35280","TKL_IRAK_DUF26-lc.1 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG521915",60943082,60946763,"AT4G23180","CRK10,RLK4","cysteine-rich RLK (RECEPTOR-like protein kinase) 10","LOC_Os07g35290","TKL_IRAK_DUF26-lc.10 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG522700",61013670,61014525,"AT4G23180","CRK10,RLK4","cysteine-rich RLK (RECEPTOR-like protein kinase) 10","LOC_Os07g35340","TKL_IRAK_DUF26-lc.14 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG522800",61016249,61019916,"AT5G55180","","O-Glycosyl hydrolases family 17 protein","LOC_Os07g35350","glucan endo-1,3-beta-glucosidase precursor, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG522900",61027487,61029808,"AT5G55180","","O-Glycosyl hydrolases family 17 protein","LOC_Os07g35350","glucan endo-1,3-beta-glucosidase precursor, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG523000",61048604,61052477,"AT4G05200","CRK25","cysteine-rich RLK (RECEPTOR-like protein kinase) 25","LOC_Os07g35790","TKL_IRAK_DUF26-ld.5 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG523100",61054391,61055552,"AT3G27200","","Cupredoxin superfamily protein","LOC_Os07g35860","plastocyanin-like domain containing protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG523200",61055694,61059104,"AT5G54680","bHLH105,ILR3","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os07g35870","basic helix-loop-helix DND-binding domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG523400",61059828,61062468,"AT4G15210","AT-BETA-AMY,ATBETA-AMY,BAM5,BMY1,RAM1","beta-amylase 5","LOC_Os07g35880","beta-amylase, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG523500",61064844,61067864,"AT4G15210","AT-BETA-AMY,ATBETA-AMY,BAM5,BMY1,RAM1","beta-amylase 5","LOC_Os07g35940","beta-amylase, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG523800",61081892,61083437,"AT4G21280","PSBQ,PSBQ-1,PSBQA","photosystem II subunit QA","LOC_Os07g36080","oxygen evolving enhancer protein 3 domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG523900",61083571,61086338,"AT4G31460","","Ribosomal L28 family","LOC_Os07g36090","ribosomal protein L28 protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG524000",61089088,61090180,"AT4G27230","HTA2","histone H2A 2","LOC_Os07g36140","core histone H2A/H2B/H3/H4, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG524100",61094195,61095918,"AT2G32280","","Protein of unknown function (DUF1218)","LOC_Os07g36110","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG524200",61097459,61101185,"AT5G37510","CI76,EMB1467","NADH-ubiquinone dehydrogenase, mitochondrial, putative","LOC_Os03g50540","2Fe-2S iron-sulfur cluster binding domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG524300",61107048,61108190,"AT1G51060","HTA10","histone H2A 10","LOC_Os07g36130","core histone H2A/H2B/H3/H4, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG524600",61113485,61118869,"AT5G54650","ATFH5,Fh5","formin homology5","LOC_Os07g36150","formin-like protein 3 precursor, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG524603",61120088,61120775,"AT1G03140","","splicing factor Prp18 family protein","LOC_Os07g38420","pre-mRNA-splicing factor, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG524700",61120809,61121464,"AT1G03140","","splicing factor Prp18 family protein","LOC_Os07g38420","pre-mRNA-splicing factor, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG525000",61128064,61128549,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG525003",61139243,61141158,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG525400",61164438,61169207,"AT5G48150","PAT1","GRAS family transcription factor","LOC_Os07g36170","chitin-inducible gibberellin-responsive protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG525500",61170484,61173847,"AT4G18975","","Pentatricopeptide repeat (PPR) superfamily protein","LOC_Os07g36180","pentatricopeptide, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG525503",61174660,61175548,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG525506",61175347,61178071,"AT5G16440","IPP1","isopentenyl diphosphate isomerase 1","LOC_Os07g36190","hydrolase, NUDIX family, domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG525509",61181195,61186473,"AT3G02780","IDI2,IPIAT1,IPP2","isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase 2","LOC_Os07g36190","hydrolase, NUDIX family, domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG525512",61187454,61191721,"AT1G11480","","eukaryotic translation initiation factor-related","LOC_Os07g36200","eukaryotic translation initiation factor-related, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG525515",61189108,61189233,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG525518",61192340,61194505,"AT5G54585","","","LOC_Os07g36210","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG527700",61731307,61732417,"","","","LOC_Os07g36810","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG527800",61739225,61740352,"","","","LOC_Os07g36810","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG528000",61747140,61751343,"AT1G11380","","PLAC8 family protein","LOC_Os07g36820","uncharacterized Cys-rich domain containing protein, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG528100",61757577,61760431,"","","","LOC_Os07g36830","OsFBX250 - F-box domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG528103",61771733,61776746,"","","","LOC_Os07g36870","OsFBX252 - F-box domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG528400",61780053,61781217,"","","","LOC_Os07g36870","OsFBX252 - F-box domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG528600",61785867,61789623,"","","","LOC_Os07g36840","OsFBX251 - F-box domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG528603",61791851,61795305,"","","","LOC_Os07g36870","OsFBX252 - F-box domain containing protein, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG528606",61793373,61793702,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG528800",61797582,61800792,"","","","LOC_Os07g36930","expressed protein"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG528803",61804168,61807981,"","","","LOC_Os05g19050","retrotransposon protein, putative, unclassified, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG529000",61808447,61816516,"AT3G60240","CUM2,EIF4G","eukaryotic translation initiation factor 4G","LOC_Os07g36940","eukaryotic translation initiation factor 4G, putative, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG529003",61822123,61822665,"","","","",""
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG529006",61831670,61834514,"AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os06g13740","transposon protein, putative, unclassified, expressed"
"Chr02N","2N@85.72",60108400,69397197,"Cd111","Pavir.2NG529200",61834573,61835911,"","","","LOC_Os06g13750","expressed protein"
