"chr","QTL","pos_lo","pos_hi","TRAIT","locusName","start","end","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG090200",56105877,56108177,"AT3G45400","","exostosin family protein","LOC_Os03g20850","exostosin family domain containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG090300",56101506,56104784,"AT4G26410","","Uncharacterised conserved protein UCP022280","LOC_Os03g20860","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG090400",56098591,56100342,"AT5G56340","ATCRT1","RING/U-box superfamily protein","LOC_Os03g20870","zinc finger, C3HC4 type domain containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG090500",56093957,56097733,"AT5G56350","","Pyruvate kinase family protein","LOC_Os01g16960","pyruvate kinase, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG090700",56086381,56089834,"AT3G04030","","Homeodomain-like superfamily protein","LOC_Os03g20900","Myb transcription factor, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG090800",56078184,56081681,"AT3G03660","WOX11","WUSCHEL related homeobox 11","LOC_Os03g20910","homeobox domain containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG091000",56051576,56052972,"AT2G39050","","hydroxyproline-rich glycoprotein family protein","LOC_Os03g20940","stress responsive protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG091100",56037425,56050627,"AT5G04930","ALA1","aminophospholipid ATPase 1","LOC_Os03g20949","phospholipid-transporting ATPase, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG091600",56021883,56023954,"AT1G08570","ACHT4","atypical CYS  HIS rich thioredoxin 4","LOC_Os03g21000","thioredoxin, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG091700",56015101,56019476,"AT1G09230","","RNA-binding (RRM/RBD/RNP motifs) family protein","LOC_Os03g21020","RNA recognition motif containing protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG091723",56179126,56179509,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG091800",56003799,56005799,"AT5G18270","ANAC087","Arabidopsis NAC domain containing protein 87","LOC_Os03g21030","no apical meristem protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG092000",55990255,55993285,"AT2G39050","","hydroxyproline-rich glycoprotein family protein","LOC_Os03g21040","stress responsive protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG092200",55959057,55963186,"AT4G12700","","","LOC_Os01g59070","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG092300",52728874,52732178,"AT3G47640","PYE","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os03g26210","helix-loop-helix DNA-binding domain containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG092600",55947081,55949669,"AT1G69490","ANAC029,ATNAP,NAP","NAC-like, activated by AP3/PI","LOC_Os03g21060","No apical meristem protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG092723",56089758,56090540,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG092800",55902144,55924180,"AT4G16340","SPK1","guanyl-nucleotide exchange factors;GTPase binding;GTP binding","LOC_Os03g21080","guanine nucleotide exchange factor, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG092900",55895734,55899622,"AT1G14020","","O-fucosyltransferase family protein","LOC_Os03g21090","auxin-independent growth promoter protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG093000",55884523,55886948,"AT3G18730","BRU1,MGO3,TSK","tetratricopeptide repeat (TPR)-containing protein","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG093300",55876258,55877305,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG093400",55867445,55873483,"AT5G18280","APY2,ATAPY2","apyrase 2","LOC_Os03g21120","nucleoside-triphosphatase, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG093600",55801658,55814822,"AT1G11440","","","LOC_Os07g48420","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG093623",56031550,56034785,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG093700",55810926,55811294,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG093900",55792147,55800538,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG094000",55753730,55758267,"AT3G51950","","Zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein","LOC_Os03g21140","RNA-binding zinc finger protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG094223",55985462,55988884,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG094623",55954771,55961032,"AT2G02880","","mucin-related","LOC_Os03g26220","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG095023",55886949,55895275,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG095423",55874956,55878385,"AT1G69460","","emp24/gp25L/p24 family/GOLD family protein","LOC_Os03g21110","emp24/gp25L/p24 family protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG096000",55303634,55310025,"AT3G52850","ATELP,ATELP1,ATVSR1,BP-80,BP80,BP80-1;1,BP80B,GFS1,VSR1,VSR1;1","vacuolar sorting receptor homolog 1","LOC_Os03g21720","vacuolar-sorting receptor precursor, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG097046",55888313,55895149,"AT5G08020","ATRPA70B,RPA70B","RPA70-kDa subunit B","LOC_Os12g27370","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG099069",55892488,55893618,"AT3G51700","","PIF1 helicase","LOC_Os10g12174","retrotransposon protein, putative, unclassified, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG147000",55082339,55082911,"AT3G16720","ATL2,TL2","TOXICOS EN LEVADURA 2","LOC_Os03g22080","RING-H2 finger protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG147300",57161988,57165594,"AT2G16760","","Calcium-dependent phosphotriesterase superfamily protein","LOC_Os03g19452","SMP-30/Gluconolaconase/LRE domain protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG147800",54705979,54725035,"AT2G37210","","lysine decarboxylase family protein","LOC_Os03g01880","possible lysine decarboxylase domain containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG147885",54727738,54729286,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG167000",51008349,51010828,"AT5G45530","","Protein of unknown function (DUF594)","LOC_Os08g09570","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG167083",51020960,51021426,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG167100",52100821,52102907,"AT1G79360","2-Oct,ATOCT2,OCT2","organic cation/carnitine transporter 2","LOC_Os07g37510","organic cation transporter-related, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG167200",52095540,52097135,"AT1G16390","3-Oct,ATOCT3","organic cation/carnitine transporter 3","LOC_Os07g37510","organic cation transporter-related, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG167366",52120612,52125483,"AT5G48240","","","LOC_Os11g16480","transposon protein, putative, unclassified, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG178200",51237235,51238886,"AT1G17020","ATSRG1,SRG1","senescence-related gene 1","LOC_Os03g32470","leucoanthocyanidin dioxygenase, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG178300",51232982,51236250,"AT2G23930","SNRNP-G","probable small nuclear ribonucleoprotein G","LOC_Os03g29740","LSM domain containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG178400",51229904,51231621,"AT1G17020","ATSRG1,SRG1","senescence-related gene 1","LOC_Os03g32470","leucoanthocyanidin dioxygenase, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG178600",51223735,51226161,"AT2G21130","","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein","LOC_Os02g02890","peptidyl-prolyl cis-trans isomerase, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG196966",52728879,52732296,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG206300",54997537,55003539,"AT5G49110","","","LOC_Os03g22190","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG206400",55004066,55006530,"AT3G05590","RPL18","ribosomal protein L18","LOC_Os03g22180","60S ribosomal protein L18-3, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG206485",55027165,55027777,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG249801",51240327,51244314,"AT1G72640","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os03g29730","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG301632",52734418,52736323,"AT3G51850","CPK13","calcium-dependent protein kinase 13","LOC_Os09g33910","CAMK_CAMK_like.39 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG321401",51250422,51252242,"AT1G17455","ELF4-L4","ELF4-like 4","LOC_Os03g29680","EARLY flowering protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG358400",52059692,52061480,"AT2G26560","PLA IIA,PLA2A,PLP2","phospholipase A 2A","LOC_Os03g27610","patatin, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG358500",52064986,52073685,"AT2G27920","SCPL51","serine carboxypeptidase-like 51","LOC_Os03g27590","OsSCP18 - Putative Serine Carboxypeptidase homologue, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG358700",52086282,52089257,"AT2G27920","SCPL51","serine carboxypeptidase-like 51","LOC_Os03g27590","OsSCP18 - Putative Serine Carboxypeptidase homologue, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG376200",54538014,54552063,"AT5G08020","ATRPA70B,RPA70B","RPA70-kDa subunit B","LOC_Os03g08400","retrotransposon protein, putative, unclassified, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG376285",54543708,54547881,"AT5G28780","","PIF1 helicase","LOC_Os01g12340","retrotransposon protein, putative, unclassified, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG376500",52392760,52396363,"AT4G39880","","Ribosomal protein L23/L15e family protein","LOC_Os07g23244","ribosomal protein L23 family protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG376600",52396533,52398146,"AT4G33520","HMA6,PAA1","P-type ATP-ase 1","LOC_Os03g27040","heavy metal-associated domain containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG376700",52398657,52401392,"AT5G64200","ATSC35,SC35","ortholog of human splicing factor SC35","LOC_Os03g27030","RNA recognition motif containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG376900",52408432,52413988,"AT5G64170","","dentin sialophosphoprotein-related","LOC_Os03g27019","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG376950",52413039,52414475,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG377000",52418772,52427952,"AT1G35780","","","LOC_Os03g27010","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG377066",52418873,52423802,"AT1G43760","","DNAse I-like superfamily protein","LOC_Os11g05030","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG377132",52423915,52425213,"","","","LOC_Os08g09890","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG377200",52453574,52456866,"AT1G35780","","","LOC_Os03g27010","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG377300",52481634,52482860,"AT4G39720","","VQ motif-containing protein","LOC_Os03g26990","VQ domain containing protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG377350",52485920,52486243,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG377400",52526800,52532129,"AT1G16470","PAB1","proteasome subunit PAB1","LOC_Os03g26970","peptidase, T1 family, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG377500",52532847,52549218,"AT2G38770","EMB2765","P-loop containing nucleoside triphosphate hydrolases superfamily protein","LOC_Os03g26960","intron-binding protein aquarius, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG377600",52551294,52554650,"AT3G07990","SCPL27","serine carboxypeptidase-like 27","LOC_Os03g26930","OsSCP13 - Putative Serine Carboxypeptidase homologue, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG377700",52558901,52561140,"AT3G63470","scpl40","serine carboxypeptidase-like 40","LOC_Os03g26920","OsSCP12 - Putative Serine Carboxypeptidase homologue, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG377800",52588242,52590874,"AT5G10100","","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","LOC_Os03g26910","uncharacterized glycosyl hydrolase Rv2006/MT2062, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG379700",50346103,50349809,"AT4G31850","PGR3","proton gradient regulation 3","LOC_Os10g28600","PPR repeat domain containing protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG379900",50352069,50359551,"AT5G15400","","U-box domain-containing protein","LOC_Os03g31400","U-box domain-containing protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG380050",50390289,50390870,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG380200",50393447,50394244,"AT3G29270","","RING/U-box superfamily protein","LOC_Os03g31320","RING zinc finger protein-like, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG380300",50398570,50404063,"AT5G15440","EDL1","EID1-like 1","LOC_Os03g31310","circadian clock coupling factor-related, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG380450",50422699,50424461,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG380600",50424706,50427099,"AT3G53160","UGT73C7","UDP-glucosyl transferase 73C7","LOC_Os05g42040","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG380700",50431394,50434540,"AT4G34131","UGT73B3","UDP-glucosyl transferase 73B3","LOC_Os05g42040","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG380750",50443288,50450360,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG380801",50454119,50455046,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG380851",50455735,50456052,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG380900",50458115,50459391,"AT4G31990","AAT3,ASP5,ATAAT1","aspartate aminotransferase 5","LOC_Os02g55420","aminotransferase, classes I and II, domain containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG381000",50461352,50463247,"AT2G15480","UGT73B5","UDP-glucosyl transferase 73B5","LOC_Os05g42040","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG381201",50468324,50468632,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG381400",50516380,50518565,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG381500",50519058,50523078,"AT3G62160","","HXXXD-type acyl-transferase family protein","LOC_Os10g03390","transferase family protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG381600",50531217,50533211,"AT3G56630","CYP94D2","cytochrome P450, family 94, subfamily D, polypeptide 2","LOC_Os01g58970","cytochrome P450, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG381700",50534976,50538980,"AT1G12740","CYP87A2","cytochrome P450, family 87, subfamily A, polypeptide 2","LOC_Os03g45619","cytochrome P450, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG381800",50589827,50592695,"AT3G50660","CLM,CYP90B1,DWF4,PSC1,SAV1,SNP2","Cytochrome P450 superfamily protein","LOC_Os04g39430","cytochrome P450, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG381900",50593642,50600450,"AT5G15450","APG6,CLPB-P,CLPB3","casein lytic proteinase B3","LOC_Os03g31300","chaperone protein clpB 1, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG382000",50600973,50605433,"AT5G15460","MUB2","membrane-anchored ubiquitin-fold protein 2","LOC_Os03g31290","membrane-anchored ubiquitin-fold protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG382200",50615574,50617322,"AT2G45120","","C2H2-like zinc finger protein","LOC_Os03g31240","ZOS3-10 - C2H2 zinc finger protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG382300",50619950,50624116,"AT1G13880","","ELM2 domain-containing protein","LOC_Os03g31230","MYB family transcription factor, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG382500",50626615,50633202,"AT5G07920","ATDGK1,DGK1","diacylglycerol kinase1","LOC_Os03g31180","diacylglycerol kinase 1, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG382700",50635796,50637325,"AT2G36800","DOGT1,UGT73C5","don-glucosyltransferase 1","LOC_Os05g42060","UDP-glucoronosyl/UDP-glucosyl transferase, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG382800",50657235,50659651,"AT2G39510","","nodulin MtN21 /EamA-like transporter family protein","LOC_Os03g05530","nodulin, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG382901",50659369,50665355,"","","","LOC_Os09g28370","retrotransposon protein, putative, unclassified, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG383000",50667285,50669277,"AT5G61170","","Ribosomal protein S19e family protein","LOC_Os03g31090","40S ribosomal protein S19, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG383100",50670139,50673131,"AT5G39250","","F-box family protein","LOC_Os03g30920","OsFBX95 - F-box domain containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG383200",50674175,50682488,"AT1G21230","WAK5","wall associated kinase 5","LOC_Os03g62430","OsWAK28 - OsWAK receptor-like protein kinase, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG383400",50678772,50680710,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG383600",50684222,50684875,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG383700",50685657,50688867,"AT1G34300","","lectin protein kinase family protein","LOC_Os03g30890","S-locus-like receptor protein kinase, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG383800",50690165,50690902,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG384000",50720000,50723034,"AT2G19130","","S-locus lectin protein kinase family protein","LOC_Os03g30890","S-locus-like receptor protein kinase, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG384101",50724033,50724875,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG384200",50724991,50725369,"ATCG01010","","NADH-Ubiquinone oxidoreductase (complex I), chain 5 protein","LOC_Os10g21418","NADPH-dependent oxidoreductase, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG384400",50730751,50735190,"AT2G19130","","S-locus lectin protein kinase family protein","LOC_Os03g30890","S-locus-like receptor protein kinase, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG384500",50735547,50741510,"AT3G17830","","Molecular chaperone Hsp40/DnaJ family protein","LOC_Os03g12236","heat shock protein DnaJ, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG384700",50746098,50748260,"AT4G13600","","Carbohydrate-binding X8 domain superfamily protein","LOC_Os03g30830","X8 domain containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG384800",50753984,50759780,"AT2G03510","","SPFH/Band 7/PHB domain-containing membrane-associated protein family","LOC_Os03g30790","erlin-2 precursor, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG384850",50760107,50760431,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG384900",50777248,50780751,"AT3G10110","MEE67","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein","LOC_Os03g18500","mitochondrial import inner membrane translocase subunit Tim17, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG385000",50781780,50784468,"AT5G61100","","","LOC_Os03g30740","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG385100",50787139,50793091,"AT3G02890","","RING/FYVE/PHD zinc finger superfamily protein","LOC_Os03g30740","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG385200",50793513,50794908,"AT1G79150","","binding","LOC_Os06g30320","NOC3 - Putative nucleolar complex subunit 3, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG385300",50794912,50799122,"AT1G79150","","binding","LOC_Os06g30320","NOC3 - Putative nucleolar complex subunit 3, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG385400",50799176,50802010,"AT1G13740","AFP2","ABI five binding protein 2","LOC_Os03g30570","protein of unknown function DUF1675 domain containing protein, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG385500",50804673,50809535,"AT3G25150","","Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain","LOC_Os03g30550","RNA-binding protein-like, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG385600",50811394,50817958,"AT1G74160","","","LOC_Os03g30530","expressed protein"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG385701",50818103,50818429,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG385800",50824971,50825421,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG385900",50828280,50838353,"AT1G71270","ATVPS52,POK,TTD8","Vps52 / Sac2 family ","LOC_Os03g30460","vacuolar protein sorting-associated protein 52, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG386000",50839688,50842510,"AT1G26355","SP1L1","SPIRAL1-like1","LOC_Os12g31780","nitrilase-associated protein, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG386100",50843715,50845782,"AT1G13710","CYP78A5,KLU","cytochrome P450, family 78, subfamily A, polypeptide 5","LOC_Os03g30420","cytochrome P450, putative, expressed"
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG386200",50845812,50851142,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG386350",50869321,50870042,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG386500",50874037,50874889,"","","","",""
"Chr09K","9K@76.29",50343283,59610088,"Al27","Pavir.9KG386600",50878574,50885039,"","","","",""
