"chr","QTL","pos_lo","pos_hi","TRAIT","locusName","start","end","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG069500",6889510,6890373,"","","","LOC_Os07g35050","OsFBX237 - F-box domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG069700",6873877,6895968,"AT3G14460","","LRR and NB-ARC domains-containing disease resistance protein","LOC_Os07g02560","NB-ARC domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG070000",6939845,6941644,"AT3G26300","CYP71B34","cytochrome P450, family 71, subfamily B, polypeptide 34","LOC_Os04g10160","cytochrome P450, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG070100",6981406,6985419,"AT3G10420","","P-loop containing nucleoside triphosphate hydrolases superfamily protein","LOC_Os07g08970","uncharacterized protein ycf45, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG070200",7257776,7261166,"AT4G15560","CLA,CLA1,DEF,DXPS2,DXS","Deoxyxylulose-5-phosphate synthase","LOC_Os07g09190","transketolase, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG070246",6900728,6906316,"","","","LOC_Os07g35110","Leucine Rich Repeat family protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG070300",7265375,7269070,"AT5G62680","","Major facilitator superfamily protein","LOC_Os03g48180","peptide transporter PTR2, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG070600",7200216,7205019,"AT4G13970","","zinc ion binding","LOC_Os07g12520","zinc ion binding protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG070646",6988982,6989329,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG070700",7206655,7207399,"","","","LOC_Os05g07930","retrotransposon protein, putative, unclassified, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG070792",6933210,6936036,"","","","LOC_Os04g13600","transposon protein, putative, CACTA, En/Spm sub-class"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG070800",7214817,7218814,"AT3G23760","","","LOC_Os07g09140","expressed protein"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG070846",7270513,7271507,"","","","LOC_Os10g35060","Ser/Thr protein phosphatase family protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG071100",7301113,7307011,"AT5G62670","AHA11,HA11","H(+)-ATPase 11","LOC_Os07g09340","plasma membrane ATPase, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG071200",7307644,7309887,"AT1G59720","CRR28","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os07g09370","pentatricopeptide, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG071300",7310081,7313124,"AT5G58840","","Subtilase family protein","LOC_Os01g52750","OsSub3 - Putative Subtilisin homologue, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG071392",7273005,7275947,"AT3G54350","emb1967","Forkhead-associated (FHA) domain-containing protein ","LOC_Os07g09320","FHA domain containing protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG071500",7326129,7331207,"AT5G58840","","Subtilase family protein","LOC_Os01g52750","OsSub3 - Putative Subtilisin homologue, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG071600",7334907,7349652,"AT5G58840","","Subtilase family protein","LOC_Os01g52750","OsSub3 - Putative Subtilisin homologue, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG071800",7359869,7361158,"","","","LOC_Os01g72720","expressed protein"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG071900",7365788,7371349,"AT1G59710","","Protein of unknown function (DUF569)","LOC_Os07g09384","expressed protein"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG071938",7276062,7279769,"AT3G54350","emb1967","Forkhead-associated (FHA) domain-containing protein ","LOC_Os07g09320","FHA domain containing protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG072000",7373017,7374039,"","","","LOC_Os03g58764","OsFBDUF18 - F-box and DUF domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG072100",7393379,7396860,"","","","LOC_Os06g13990","OsFBX195 - F-box domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG072200",7398860,7411891,"AT1G07910","ATRNL,RNL","RNAligase","LOC_Os07g09400","RNA ligase isoform 1, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG072400",7536001,7537633,"AT3G28610","","P-loop containing nucleoside triphosphate hydrolases superfamily protein","LOC_Os03g58790","ATPase, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG072500",7538115,7543776,"AT3G07810","","RNA-binding (RRM/RBD/RNP motifs) family protein","LOC_Os07g39560","RNA recognition motif containing protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG072546",7375231,7379088,"AT3G16210","","F-box family protein","LOC_Os07g02910","OsFBL33 - F-box domain and LRR containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG072600",7544611,7549322,"AT5G62640","ELF5","proline-rich family protein","LOC_Os07g09510","retrotransposon protein, putative, unclassified, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG072700",7588644,7591855,"AT1G74790","","catalytics","LOC_Os07g09520","expressed protein"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG072800",7584522,7585949,"","","","LOC_Os07g09510","retrotransposon protein, putative, unclassified, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG073000",7592345,7599396,"AT1G18950","","DDT domain superfamily","LOC_Os07g09580","aminoacyl-tRNA synthetase, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG073092",7379269,7380944,"AT2G29380","HAI3","highly ABA-induced PP2C gene 3","LOC_Os09g15670","protein phosphatase 2C, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG073100",7601235,7604507,"AT1G59640","BPE,BPEp,BPEub,ZCW32","BIG PETAL P","LOC_Os07g09590","bHLH transcription factor, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG073146",7563365,7567877,"AT1G74790","","catalytics","LOC_Os07g09520","expressed protein"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG073500",7642395,7645872,"AT1G04760","ATVAMP726,VAMP726","vesicle-associated membrane protein 726","LOC_Os07g09600","vesicle-associated membrane protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG073600",7670548,7679029,"AT1G04760","ATVAMP726,VAMP726","vesicle-associated membrane protein 726","LOC_Os07g09600","vesicle-associated membrane protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG073638",7381405,7382565,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG073646",7611223,7611618,"","","","LOC_Os11g36790","OsFBO6 - F-box and other domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG073700",7680334,7681038,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG073800",7683506,7685057,"AT1G69970","CLE26","CLAVATA3/ESR-RELATED 26","LOC_Os07g09625","expressed protein"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG073900",7686373,7693872,"AT3G28480","","Oxoglutarate/iron-dependent oxygenase","LOC_Os07g09630","oxidoreductase, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG074100",7716128,7718027,"AT3G23880","","F-box and associated interaction domains-containing protein","LOC_Os07g13890","OsFBX230 - F-box domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG074184",7393407,7393787,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG074200",7719456,7720545,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG074300",7721178,7721672,"AT5G15770","AtGNA1,GNA1","glucose-6-phosphate acetyltransferase 1","LOC_Os02g48650","acetyltransferase, GNAT family, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG074400",7723500,7727926,"AT5G62620","","Galactosyltransferase family protein","LOC_Os07g09670","galactosyltransferase family protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG074500",7736805,7746582,"AT5G62620","","Galactosyltransferase family protein","LOC_Os07g09690","galactosyltransferase family protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG074600",7750022,7751056,"","","","LOC_Os07g09730","expressed protein"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG074700",7810008,7811011,"AT3G23240","ATERF1,ERF1","ethylene response factor 1","LOC_Os05g37640","expressed protein"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG074800",8006902,8007669,"AT1G61105","","Toll-Interleukin-Resistance (TIR) domain family protein","LOC_Os07g37950","expressed protein"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG074946",7731306,7736008,"AT3G46060","ARA-3,ARA3,ATRAB8A,ATRABE1C,RAB8A","RAB GTPase homolog 8A","LOC_Os07g09680","ras-related protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG075000",7035442,7036790,"","","","LOC_Os07g35110","Leucine Rich Repeat family protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG075100",7044834,7046543,"","","","LOC_Os07g35050","OsFBX237 - F-box domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG075146",7754698,7760381,"AT5G20480","EFR","EF-TU receptor","LOC_Os06g16070","receptor-like protein kinase 2 precursor, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG075246",7843840,7844880,"AT3G23240","ATERF1,ERF1","ethylene response factor 1","LOC_Os05g37640","expressed protein"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG075346",8011808,8012565,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG075692",7769514,7770311,"AT3G47090","","Leucine-rich repeat protein kinase family protein","LOC_Os02g30540","protein kinase, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG075700",7063775,7066240,"AT2G39210","","Major facilitator superfamily protein","LOC_Os07g09010","nodulin, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG075800",7083575,7091903,"AT2G27880","AGO5","Argonaute family protein","LOC_Os03g58600","PAZ domain containing protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG076000",7102447,7107597,"AT3G10060","","FKBP-like peptidyl-prolyl cis-trans isomerase family protein","LOC_Os07g09040","peptidyl-prolyl cis-trans isomerase, FKBP-type, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG076100",7112762,7114438,"AT2G36650","","","LOC_Os07g09040","peptidyl-prolyl cis-trans isomerase, FKBP-type, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG076200",7116395,7116931,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG076238",7766207,7771908,"AT5G46330","FLS2","Leucine-rich receptor-like protein kinase family protein","LOC_Os02g30540","protein kinase, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG076300",7116679,7122732,"AT5G03795","","Exostosin family protein","LOC_Os07g09050","exostosin family protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG076346",7095364,7095717,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG076400",7124998,7133516,"AT2G14170","ALDH6B2","aldehyde dehydrogenase  6B2","LOC_Os07g09060","aldehyde dehydrogenase, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG076500",7135529,7137590,"AT5G17540","","HXXXD-type acyl-transferase family protein","LOC_Os05g04930","transferase family protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG076700",7141925,7142771,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG076784",7780482,7783894,"AT3G47570","","Leucine-rich repeat protein kinase family protein","LOC_Os11g47180","receptor-like protein kinase 2 precursor, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG077046",7139217,7141649,"","","","LOC_Os07g12600","OsFBX226 - F-box domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG077246",7194301,7195699,"AT1G30920","","F-box family protein","LOC_Os07g35070","OsFBX239 - F-box domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG077700",8020209,8022828,"AT5G45470","","Protein of unknown function (DUF594)","LOC_Os01g24240","expressed protein"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG077800",8057488,8066996,"","","","LOC_Os08g20492","OsFBX285 - F-box domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG077900",8206880,8207780,"AT1G09310","","Protein of unknown function, DUF538","LOC_Os07g02920","DUF538 domain containing protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG078000",8236217,8239347,"","","","LOC_Os07g13890","OsFBX230 - F-box domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG078100",8242236,8244390,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG078200",8245809,8249015,"AT2G44290","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","LOC_Os07g09970","LTPL84 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG078346",8079399,8081174,"AT3G09510","","Ribonuclease H-like superfamily protein","LOC_Os06g50280","OsFBL31 - F-box domain and LRR containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG078446",8211432,8211793,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG078500",8282787,8290188,"AT5G49830","EXO84B","exocyst complex component 84B","LOC_Os07g10110","expressed protein"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG078600",8290604,8292554,"AT5G49690","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g10190","glucosyltransferase, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG078700",8311298,8313091,"AT5G49690","","UDP-Glycosyltransferase superfamily protein","LOC_Os07g10190","glucosyltransferase, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG078746",8273708,8275158,"AT4G08430","","Ulp1 protease family protein","LOC_Os04g25110","ulp1 protease family, C-terminal catalytic domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG078800",8317802,8325438,"AT4G34450","","coatomer gamma-2 subunit, putative / gamma-2 coat protein, putative / gamma-2 COP, putative","LOC_Os07g10150","coatomer subunit gamma-2, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG078892",8096819,8101993,"AT3G50950","ZAR1","HOPZ-ACTIVATED RESISTANCE 1","LOC_Os08g28540","resistance protein LR10, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG078992",8217012,8217830,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG079292",8278098,8279444,"","","","LOC_Os10g08650","transposon protein, putative, CACTA, En/Spm sub-class, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG079346",8326491,8329546,"AT4G08850","","Leucine-rich repeat receptor-like protein kinase family protein","LOC_Os01g33110","receptor-like protein kinase 5 precursor, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG079438",8102034,8103545,"","","","LOC_Os11g14380","resistance protein LR10, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG079538",8231408,8239414,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG079892",8332583,8333269,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG079900",8185142,8185903,"AT4G11650","ATOSM34,OSM34","osmotin 34","LOC_Os12g43430","thaumatin, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG079984",8104818,8107255,"","","","LOC_Os07g03100","OsFBX212 - F-box domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG080100",7003729,7008379,"AT3G52190","PHF1","phosphate transporter traffic facilitator1","LOC_Os07g09000","WD domain, G-beta repeat domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG080530",8141985,8152946,"AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os08g28460","NBS-LRR disease resistance protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG081076",8153565,8154303,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG081622",8175012,8175362,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG082168",8176006,8179407,"AT3G47570","","Leucine-rich repeat protein kinase family protein","LOC_Os11g47180","receptor-like protein kinase 2 precursor, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG082714",8180458,8180977,"ATCG00280","","photosystem II reaction center protein C","LOC_Os02g24632","photosystem II 44 kDa reaction center protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG082900",8877803,8880120,"AT2G21195","","","LOC_Os07g16150","expressed protein"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG084200",8482015,8485824,"AT5G22540","","Plant protein of unknown function (DUF247)","LOC_Os09g08160","plant protein of unknown function domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG084500",8460948,8463663,"","","","LOC_Os04g47030","expressed protein"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG084746",8492185,8513079,"AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os08g42670","resistance protein, putative, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG085000",8425987,8427395,"AT5G19790","RAP2.11","related to AP2 11","LOC_Os07g10410","AP2 domain containing protein, expressed"
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG085046",8473735,8474229,"","","","",""
"Chr02N","2N@24.04",6630499,18355492,"Ca44","Pavir.2NG085100",8411233,8421065,"AT3G11960","","Cleavage and polyadenylation specificity factor (CPSF) A subunit protein","LOC_Os07g10390","cleavage and polyadenylation specificity factor, putative, expressed"
